+----------------------------------------+-----+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Registry name                          |  ID | Effects                                                                                                                                                                                            |
| extraalchemy:hurry_normal              |  71 | PotionEffect:{Potion:[reg:extraalchemy:effect.hurry,name:effect.hurry,isBad:false,isBeneficial:true],amplifier:0,duration:800,isSplashPotion:false,isAmbient:false}                                |
| extraalchemy:hurry_strong              |  72 | PotionEffect:{Potion:[reg:extraalchemy:effect.hurry,name:effect.hurry,isBad:false,isBeneficial:true],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                                |
| extraalchemy:learning_long             |  86 | PotionEffect:{Potion:[reg:extraalchemy:effect.learning,name:effect.learning,isBad:false,isBeneficial:true],amplifier:0,duration:7200,isSplashPotion:false,isAmbient:false}                         |
| extraalchemy:learning_normal           |  84 | PotionEffect:{Potion:[reg:extraalchemy:effect.learning,name:effect.learning,isBad:false,isBeneficial:true],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                         |
| extraalchemy:learning_strong           |  85 | PotionEffect:{Potion:[reg:extraalchemy:effect.learning,name:effect.learning,isBad:false,isBeneficial:true],amplifier:1,duration:2400,isSplashPotion:false,isAmbient:false}                         |
| extraalchemy:leech_long                |  91 | PotionEffect:{Potion:[reg:extraalchemy:effect.leech,name:effect.leech,isBad:false,isBeneficial:true],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:leech_normal              |  90 | PotionEffect:{Potion:[reg:extraalchemy:effect.leech,name:effect.leech,isBad:false,isBeneficial:true],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                                |
| extraalchemy:leech_strong              |  92 | PotionEffect:{Potion:[reg:extraalchemy:effect.leech,name:effect.leech,isBad:false,isBeneficial:true],amplifier:1,duration:400,isSplashPotion:false,isAmbient:false}                                |
| extraalchemy:magnetism_long            |  56 | PotionEffect:{Potion:[reg:extraalchemy:effect.magnetism,name:effect.magnetism,isBad:false,isBeneficial:true],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                       |
| extraalchemy:magnetism_normal          |  54 | PotionEffect:{Potion:[reg:extraalchemy:effect.magnetism,name:effect.magnetism,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                       |
| extraalchemy:magnetism_strong          |  55 | PotionEffect:{Potion:[reg:extraalchemy:effect.magnetism,name:effect.magnetism,isBad:false,isBeneficial:true],amplifier:1,duration:2400,isSplashPotion:false,isAmbient:false}                       |
| extraalchemy:pacifism_long             |  62 | PotionEffect:{Potion:[reg:extraalchemy:effect.pacifism,name:effect.pacifism,isBad:false,isBeneficial:true],amplifier:0,duration:800,isSplashPotion:false,isAmbient:false}                          |
| extraalchemy:pacifism_normal           |  60 | PotionEffect:{Potion:[reg:extraalchemy:effect.pacifism,name:effect.pacifism,isBad:false,isBeneficial:true],amplifier:0,duration:500,isSplashPotion:false,isAmbient:false}                          |
| extraalchemy:pacifism_strong           |  61 | PotionEffect:{Potion:[reg:extraalchemy:effect.pacifism,name:effect.pacifism,isBad:false,isBeneficial:true],amplifier:1,duration:300,isSplashPotion:false,isAmbient:false}                          |
| extraalchemy:photosynthesis_long       |  70 | PotionEffect:{Potion:[reg:extraalchemy:effect.photosynthesis,name:effect.photosynthesis,isBad:false,isBeneficial:true],amplifier:0,duration:2000,isSplashPotion:false,isAmbient:false}             |
| extraalchemy:photosynthesis_normal     |  68 | PotionEffect:{Potion:[reg:extraalchemy:effect.photosynthesis,name:effect.photosynthesis,isBad:false,isBeneficial:true],amplifier:0,duration:1600,isSplashPotion:false,isAmbient:false}             |
| extraalchemy:photosynthesis_strong     |  69 | PotionEffect:{Potion:[reg:extraalchemy:effect.photosynthesis,name:effect.photosynthesis,isBad:false,isBeneficial:true],amplifier:1,duration:1200,isSplashPotion:false,isAmbient:false}             |
| extraalchemy:pyper_long                |  59 | PotionEffect:{Potion:[reg:extraalchemy:effect.piper,name:effect.piper,isBad:false,isBeneficial:true],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:pyper_normal              |  57 | PotionEffect:{Potion:[reg:extraalchemy:effect.piper,name:effect.piper,isBad:false,isBeneficial:true],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:pyper_strong              |  58 | PotionEffect:{Potion:[reg:extraalchemy:effect.piper,name:effect.piper,isBad:false,isBeneficial:true],amplifier:1,duration:2000,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:recall_long               |  46 | PotionEffect:{Potion:[reg:extraalchemy:effect.recall,name:effect.recall,isBad:false,isBeneficial:true],amplifier:0,duration:1600,isSplashPotion:false,isAmbient:false}                             |
| extraalchemy:recall_normal             |  44 | PotionEffect:{Potion:[reg:extraalchemy:effect.recall,name:effect.recall,isBad:false,isBeneficial:true],amplifier:0,duration:800,isSplashPotion:false,isAmbient:false}                              |
| extraalchemy:recall_strong             |  45 | PotionEffect:{Potion:[reg:extraalchemy:effect.recall,name:effect.recall,isBad:false,isBeneficial:true],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                              |
| extraalchemy:reincarnation_long        |  79 | PotionEffect:{Potion:[reg:extraalchemy:effect.reincarnation,name:effect.reincarnation,isBad:false,isBeneficial:true],amplifier:0,duration:12000,isSplashPotion:false,isAmbient:false}              |
| extraalchemy:reincarnation_normal      |  77 | PotionEffect:{Potion:[reg:extraalchemy:effect.reincarnation,name:effect.reincarnation,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}               |
| extraalchemy:reincarnation_strong      |  78 | PotionEffect:{Potion:[reg:extraalchemy:effect.reincarnation,name:effect.reincarnation,isBad:false,isBeneficial:true],amplifier:1,duration:6000,isSplashPotion:false,isAmbient:false}               |
| extraalchemy:return_normal             |  67 | PotionEffect:{Potion:[reg:extraalchemy:effect.return,name:effect.return,isBad:false,isBeneficial:true],amplifier:0,duration:0,isSplashPotion:false,isAmbient:false}                                |
| extraalchemy:sails_long                |  94 | PotionEffect:{Potion:[reg:extraalchemy:effect.sails,name:effect.sails,isBad:false,isBeneficial:true],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:sails_normal              |  93 | PotionEffect:{Potion:[reg:extraalchemy:effect.sails,name:effect.sails,isBad:false,isBeneficial:true],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:sails_strong              |  95 | PotionEffect:{Potion:[reg:extraalchemy:effect.sails,name:effect.sails,isBad:false,isBeneficial:true],amplifier:1,duration:1000,isSplashPotion:false,isAmbient:false}                               |
| extraalchemy:sinking_long              |  49 | PotionEffect:{Potion:[reg:extraalchemy:effect.sinking,name:effect.sinking,isBad:true,isBeneficial:false],amplifier:0,duration:800,isSplashPotion:false,isAmbient:false}                            |
| extraalchemy:sinking_normal            |  47 | PotionEffect:{Potion:[reg:extraalchemy:effect.sinking,name:effect.sinking,isBad:true,isBeneficial:false],amplifier:0,duration:600,isSplashPotion:false,isAmbient:false}                            |
| extraalchemy:sinking_strong            |  48 | PotionEffect:{Potion:[reg:extraalchemy:effect.sinking,name:effect.sinking,isBad:true,isBeneficial:false],amplifier:1,duration:300,isSplashPotion:false,isAmbient:false}                            |
| extrautils2:oily                       | 104 |                                                                                                                                                                                                    |
| extrautils2:xu2.doom                   | 100 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.doom,name:effect.xu2.doom,isBad:true,isBeneficial:false],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                          |
| extrautils2:xu2.fizzy.lifting          | 105 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.fizzy.lifting,name:effect.xu2.fizzy.lifting,isBad:true,isBeneficial:false],amplifier:0,duration:600,isSplashPotion:false,isAmbient:false}         |
| extrautils2:xu2.gravity                | 101 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.gravity,name:effect.xu2.gravity,isBad:true,isBeneficial:false],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                    |
| extrautils2:xu2.greek.fire             | 103 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.greek.fire,name:effect.xu2.greek.fire,isBad:true,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}              |
| extrautils2:xu2.love                   | 107 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.love,name:effect.xu2.love,isBad:false,isBeneficial:false],amplifier:0,duration:200,isSplashPotion:false,isAmbient:false}                          |
| extrautils2:xu2.relapse                | 106 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.relapse,name:effect.xu2.relapse,isBad:false,isBeneficial:false],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                   |
| extrautils2:xu2.second.chance          | 102 | PotionEffect:{Potion:[reg:extrautils2:effect.xu2.second.chance,name:effect.xu2.second.chance,isBad:false,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}       |
| minecraft:awkward                      |   4 |                                                                                                                                                                                                    |
| minecraft:empty                        |   0 |                                                                                                                                                                                                    |
| minecraft:fire_resistance              |  12 | PotionEffect:{Potion:[reg:minecraft:fire_resistance,name:effect.fireResistance,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                      |
| minecraft:harming                      |  23 | PotionEffect:{Potion:[reg:minecraft:instant_damage,name:effect.harm,isBad:true,isBeneficial:true],amplifier:0,duration:1,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:healing                      |  21 | PotionEffect:{Potion:[reg:minecraft:instant_health,name:effect.heal,isBad:false,isBeneficial:true],amplifier:0,duration:1,isSplashPotion:false,isAmbient:false}                                    |
| minecraft:invisibility                 |   7 | PotionEffect:{Potion:[reg:minecraft:invisibility,name:effect.invisibility,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                           |
| minecraft:leaping                      |   9 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:long_fire_resistance         |  13 | PotionEffect:{Potion:[reg:minecraft:fire_resistance,name:effect.fireResistance,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                      |
| minecraft:long_invisibility            |   8 | PotionEffect:{Potion:[reg:minecraft:invisibility,name:effect.invisibility,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                           |
| minecraft:long_leaping                 |  10 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:long_night_vision            |   6 | PotionEffect:{Potion:[reg:minecraft:night_vision,name:effect.nightVision,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                            |
| minecraft:long_poison                  |  26 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                                       |
| minecraft:long_regeneration            |  29 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                           |
| minecraft:long_slowness                |  18 | PotionEffect:{Potion:[reg:minecraft:slowness,name:effect.moveSlowdown,isBad:true,isBeneficial:false],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                               |
| minecraft:long_strength                |  32 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                                |
| minecraft:long_swiftness               |  15 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:long_water_breathing         |  20 | PotionEffect:{Potion:[reg:minecraft:water_breathing,name:effect.waterBreathing,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                      |
| minecraft:long_weakness                |  35 | PotionEffect:{Potion:[reg:minecraft:weakness,name:effect.weakness,isBad:true,isBeneficial:false],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                                   |
| minecraft:luck                         |  36 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:0,duration:6000,isSplashPotion:false,isAmbient:false}                                           |
| minecraft:mundane                      |   2 |                                                                                                                                                                                                    |
| minecraft:night_vision                 |   5 | PotionEffect:{Potion:[reg:minecraft:night_vision,name:effect.nightVision,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                            |
| minecraft:poison                       |  25 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                                        |
| minecraft:regeneration                 |  28 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                            |
| minecraft:slowness                     |  17 | PotionEffect:{Potion:[reg:minecraft:slowness,name:effect.moveSlowdown,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                               |
| minecraft:strength                     |  31 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                                |
| minecraft:strong_harming               |  24 | PotionEffect:{Potion:[reg:minecraft:instant_damage,name:effect.harm,isBad:true,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:strong_healing               |  22 | PotionEffect:{Potion:[reg:minecraft:instant_health,name:effect.heal,isBad:false,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                                    |
| minecraft:strong_leaping               |  11 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:strong_poison                |  27 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:1,duration:432,isSplashPotion:false,isAmbient:false}                                        |
| minecraft:strong_regeneration          |  30 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                            |
| minecraft:strong_strength              |  33 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                                |
| minecraft:strong_swiftness             |  16 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:swiftness                    |  14 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                                     |
| minecraft:thick                        |   3 |                                                                                                                                                                                                    |
| minecraft:water                        |   1 |                                                                                                                                                                                                    |
| minecraft:water_breathing              |  19 | PotionEffect:{Potion:[reg:minecraft:water_breathing,name:effect.waterBreathing,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                      |
| minecraft:weakness                     |  34 | PotionEffect:{Potion:[reg:minecraft:weakness,name:effect.weakness,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                                   |
| toughasnails:cold_resistance_type      |  37 | PotionEffect:{Potion:[reg:toughasnails:cold_resistance,name:potion.cold_resistance,isBad:true,isBeneficial:true],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                   |
| toughasnails:heat_resistance_type      |  39 | PotionEffect:{Potion:[reg:toughasnails:heat_resistance,name:potion.heat_resistance,isBad:true,isBeneficial:true],amplifier:0,duration:1200,isSplashPotion:false,isAmbient:false}                   |
| toughasnails:long_cold_resistance_type |  38 | PotionEffect:{Potion:[reg:toughasnails:cold_resistance,name:potion.cold_resistance,isBad:true,isBeneficial:true],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                   |
| toughasnails:long_heat_resistance_type |  40 | PotionEffect:{Potion:[reg:toughasnails:heat_resistance,name:potion.heat_resistance,isBad:true,isBeneficial:true],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                   |
+----------------------------------------+-----+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Registry name                          |  ID | Effects                                                                                                                                                                                            |
+----------------------------------------+-----+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
