+-------------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+
| Mod name                            | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                         | Exists | Ore Dict keys                             |
| Astral Sorcery                      | astralsorcery:blockcelestialcollectorcrystal                 |    1257 |     true |    5750 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcelestialcrystals                         |    1255 |     true |    5745 |         0 | Celestial Crystal Cluster                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcelestialcrystals                         |    1255 |     true |    5745 |         1 | Celestial Crystal Cluster                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcelestialcrystals                         |    1255 |     true |    5745 |         2 | Celestial Crystal Cluster                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcelestialcrystals                         |    1255 |     true |    5745 |         3 | Celestial Crystal Cluster                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcelestialcrystals                         |    1255 |     true |    5745 |         4 | Celestial Crystal Cluster                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcelestialgateway                          |    1252 |    false |    5735 |         0 | Celestial Gateway                                    | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockchalice                                   |    1238 |    false |    5724 |         0 | Containment Chalice                                  | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1256 |     true |    5749 |         0 | Floating Crystal                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcustomflower                              |    1230 |    false |    5741 |         0 | Faint Amaranth                                       | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcustomore                                 |    1228 |     true |    5739 |         0 | Rock Crystal Ore                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockcustomore                                 |    1228 |     true |    5739 |         1 | Starmetal Ore                                        | true   | oreAstralStarmetal                        |
| Astral Sorcery                      | astralsorcery:blockcustomsandore                             |    1229 |    false |    5740 |         0 | Aquamarine Shale                                     | true   | oreAquamarine                             |
| Astral Sorcery                      | astralsorcery:blockfaketree                                  |    1246 |    false |    5729 |         0 |                                                      | true   |                                           |
| Astral Sorcery                      | astralsorcery:blocklens                                      |    1253 |    false |    5736 |         0 | Lens                                                 | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockmachine                                   |    1245 |     true |    5744 |         0 | Telescope                                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockmachine                                   |    1245 |     true |    5744 |         1 | Grindstone                                           | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockmapdrawingtable                           |    1251 |    false |    5734 |         0 | Stellar Refraction Table                             | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1231 |     true |    5742 |         0 | Marble                                               | true   | blockMarble,stoneMarble                   |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1231 |     true |    5742 |         1 | Marble Bricks                                        | true   | blockMarble,stoneMarble                   |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1231 |     true |    5742 |         2 | Marble Pillar                                        | true   | blockMarble,stoneMarble                   |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1231 |     true |    5742 |         3 | Marble Arch                                          | true   | blockMarble,stoneMarble                   |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1231 |     true |    5742 |         4 | Chiseled Marble                                      | true   | blockMarble,stoneMarble                   |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1231 |     true |    5742 |         5 | Engraved Marble                                      | true   | blockMarble,stoneMarble                   |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1231 |     true |    5742 |         6 | Runed Marble                                         | true   | blockMarble,stoneMarble                   |
| Astral Sorcery                      | astralsorcery:blockmarbledoubleslab                          |    1234 |    false |         |           | tile.blockmarbledoubleslab.name                      | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockmarbleslab                                |    1233 |    false |    5738 |         0 | Marble Slab                                          | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockmarblestairs                              |    1232 |    false |    5721 |         0 | Marble Stairs                                        | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockprism                                     |    1254 |    false |    5737 |         0 | PrismLens                                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockrituallink                                |    1248 |    false |    5731 |         0 | Ritual Anchor                                        | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockritualpedestal                            |    1242 |    false |    5747 |         0 | Ritual Pedestal                                      | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockstarlightinfuser                          |    1247 |    false |    5730 |         0 | Starlight Infuser                                    | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockstructural                                |    1258 |    false |    5746 |         0 | Telescope                                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blocktranslucentblock                          |    1250 |    false |    5733 |         0 | Translucent Block                                    | true   |                                           |
| Astral Sorcery                      | astralsorcery:blocktreebeacon                                |    1249 |    false |    5732 |         0 | Tree Beacon                                          | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockwell                                      |    1243 |    false |    5727 |         0 | Lightwell                                            | true   |                                           |
| Astral Sorcery                      | astralsorcery:blockworldilluminator                          |    1244 |    false |    5728 |         0 | Cave Illuminator                                     | true   |                                           |
| Astral Sorcery                      | astralsorcery:fluidblockliquidstarlight                      |    1227 |    false |         |           | tile.fluidblockliquidstarlight.name                  | true   |                                           |
| Botania                             | botania:alchemycatalyst                                      |     487 |    false |    5011 |         0 | Alchemy Catalyst                                     | true   |                                           |
| Botania                             | botania:alfheimportal                                        |     494 |    false |    5018 |         0 | Elven Gateway Core                                   | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         0 | Petal Apothecary                                     | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         1 | Forest Petal Apothecary                              | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         2 | Plains Petal Apothecary                              | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         3 | Mountain Petal Apothecary                            | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         4 | Fungal Petal Apothecary                              | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         5 | Swamp Petal Apothecary                               | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         6 | Desert Petal Apothecary                              | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         7 | Taiga Petal Apothecary                               | true   |                                           |
| Botania                             | botania:altar                                                |     472 |     true |    4996 |         8 | Mesa Petal Apothecary                                | true   |                                           |
| Botania                             | botania:altgrass                                             |     552 |     true |    5071 |         0 | Dry Grass                                            | true   |                                           |
| Botania                             | botania:altgrass                                             |     552 |     true |    5071 |         1 | Golden Grass                                         | true   |                                           |
| Botania                             | botania:altgrass                                             |     552 |     true |    5071 |         2 | Vivid Grass                                          | true   |                                           |
| Botania                             | botania:altgrass                                             |     552 |     true |    5071 |         3 | Scorched Grass                                       | true   |                                           |
| Botania                             | botania:altgrass                                             |     552 |     true |    5071 |         4 | Infused Grass                                        | true   |                                           |
| Botania                             | botania:altgrass                                             |     552 |     true |    5071 |         5 | Mutated Grass                                        | true   |                                           |
| Botania                             | botania:animatedtorch                                        |     553 |    false |    5072 |         0 | Animated Torch                                       | true   |                                           |
| Botania                             | botania:avatar                                               |     551 |    false |    5070 |         0 | Livingwood Avatar                                    | true   |                                           |
| Botania                             | botania:bellows                                              |     542 |    false |    5062 |         0 | Manatide Bellows                                     | true   |                                           |
| Botania                             | botania:bifrost                                              |     497 |    false |    5021 |         0 | Temporary Bifrost Block                              | true   |                                           |
| Botania                             | botania:bifrostperm                                          |     543 |    false |    5063 |         0 | Bifrost Block                                        | true   |                                           |
| Botania                             | botania:bifrostpermpane                                      |     705 |    false |    5179 |         0 | Bifrost Pane                                         | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         0 | Metamorphic Forest Stone                             | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         1 | Metamorphic Plains Stone                             | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |        10 | Metamorphic Mountain Cobblestone                     | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |        11 | Metamorphic Fungal Cobblestone                       | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |        12 | Metamorphic Swamp Cobblestone                        | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |        13 | Metamorphic Desert Cobblestone                       | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |        14 | Metamorphic Taiga Cobblestone                        | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |        15 | Metamorphic Mesa Cobblestone                         | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         2 | Metamorphic Mountain Stone                           | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         3 | Metamorphic Fungal Stone                             | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         4 | Metamorphic Swamp Stone                              | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         5 | Metamorphic Desert Stone                             | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         6 | Metamorphic Taiga Stone                              | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         7 | Metamorphic Mesa Stone                               | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         8 | Metamorphic Forest Cobblestone                       | true   |                                           |
| Botania                             | botania:biomestonea                                          |     603 |     true |    5109 |         9 | Metamorphic Plains Cobblestone                       | true   |                                           |
| Botania                             | botania:biomestonea0slab                                     |     607 |    false |    5113 |         0 | Metamorphic Forest Stone Slab                        | true   |                                           |
| Botania                             | botania:biomestonea0slabfull                                 |     608 |    false |         |           | tile.biomeStoneA0SlabFull.name                       | true   |                                           |
| Botania                             | botania:biomestonea0stairs                                   |     606 |    false |    5112 |         0 | Metamorphic Forest Stone Stairs                      | true   |                                           |
| Botania                             | botania:biomestonea0wall                                     |     678 |     true |    5160 |         0 | Metamorphic Forest Cobblestone Wall                  | true   |                                           |
| Botania                             | botania:biomestonea0wall                                     |     678 |     true |    5160 |         1 | Metamorphic Plains Cobblestone Wall                  | true   |                                           |
| Botania                             | botania:biomestonea0wall                                     |     678 |     true |    5160 |         2 | Metamorphic Mountain Cobblestone Wall                | true   |                                           |
| Botania                             | botania:biomestonea0wall                                     |     678 |     true |    5160 |         3 | Metamorphic Fungal Cobblestone Wall                  | true   |                                           |
| Botania                             | botania:biomestonea0wall                                     |     678 |     true |    5160 |         4 | Metamorphic Swamp Cobblestone Wall                   | true   |                                           |
| Botania                             | botania:biomestonea0wall                                     |     678 |     true |    5160 |         5 | Metamorphic Desert Cobblestone Wall                  | true   |                                           |
| Botania                             | botania:biomestonea0wall                                     |     678 |     true |    5160 |         6 | Metamorphic Taiga Cobblestone Wall                   | true   |                                           |
| Botania                             | botania:biomestonea0wall                                     |     678 |     true |    5160 |         7 | Metamorphic Mesa Cobblestone Wall                    | true   |                                           |
| Botania                             | botania:biomestonea10slab                                    |     637 |    false |    5133 |         0 | Metamorphic Mountain Cobblestone Slab                | true   |                                           |
| Botania                             | botania:biomestonea10slabfull                                |     638 |    false |         |           | tile.biomeStoneA10SlabFull.name                      | true   |                                           |
| Botania                             | botania:biomestonea10stairs                                  |     636 |    false |    5132 |         0 | Metamorphic Mountain Cobblestone Stairs              | true   |                                           |
| Botania                             | botania:biomestonea11slab                                    |     640 |    false |    5135 |         0 | Metamorphic Fungal Cobblestone Slab                  | true   |                                           |
| Botania                             | botania:biomestonea11slabfull                                |     641 |    false |         |           | tile.biomeStoneA11SlabFull.name                      | true   |                                           |
| Botania                             | botania:biomestonea11stairs                                  |     639 |    false |    5134 |         0 | Metamorphic Fungal Cobblestone Stairs                | true   |                                           |
| Botania                             | botania:biomestonea12slab                                    |     643 |    false |    5137 |         0 | Metamorphic Swamp Cobblestone Slab                   | true   |                                           |
| Botania                             | botania:biomestonea12slabfull                                |     644 |    false |         |           | tile.biomeStoneA12SlabFull.name                      | true   |                                           |
| Botania                             | botania:biomestonea12stairs                                  |     642 |    false |    5136 |         0 | Metamorphic Swamp Cobblestone Stairs                 | true   |                                           |
| Botania                             | botania:biomestonea13slab                                    |     646 |    false |    5139 |         0 | Metamorphic Desert Cobblestone Slab                  | true   |                                           |
| Botania                             | botania:biomestonea13slabfull                                |     647 |    false |         |           | tile.biomeStoneA13SlabFull.name                      | true   |                                           |
| Botania                             | botania:biomestonea13stairs                                  |     645 |    false |    5138 |         0 | Metamorphic Desert Cobblestone Stairs                | true   |                                           |
| Botania                             | botania:biomestonea14slab                                    |     649 |    false |    5141 |         0 | Metamorphic Taiga Cobblestone Slab                   | true   |                                           |
| Botania                             | botania:biomestonea14slabfull                                |     650 |    false |         |           | tile.biomeStoneA14SlabFull.name                      | true   |                                           |
| Botania                             | botania:biomestonea14stairs                                  |     648 |    false |    5140 |         0 | Metamorphic Taiga Cobblestone Stairs                 | true   |                                           |
| Botania                             | botania:biomestonea15slab                                    |     652 |    false |    5143 |         0 | Metamorphic Mesa Cobblestone Slab                    | true   |                                           |
| Botania                             | botania:biomestonea15slabfull                                |     653 |    false |         |           | tile.biomeStoneA15SlabFull.name                      | true   |                                           |
| Botania                             | botania:biomestonea15stairs                                  |     651 |    false |    5142 |         0 | Metamorphic Mesa Cobblestone Stairs                  | true   |                                           |
| Botania                             | botania:biomestonea1slab                                     |     610 |    false |    5115 |         0 | Metamorphic Plains Stone Slab                        | true   |                                           |
| Botania                             | botania:biomestonea1slabfull                                 |     611 |    false |         |           | tile.biomeStoneA1SlabFull.name                       | true   |                                           |
| Botania                             | botania:biomestonea1stairs                                   |     609 |    false |    5114 |         0 | Metamorphic Plains Stone Stairs                      | true   |                                           |
| Botania                             | botania:biomestonea2slab                                     |     613 |    false |    5117 |         0 | Metamorphic Mountain Stone Slab                      | true   |                                           |
| Botania                             | botania:biomestonea2slabfull                                 |     614 |    false |         |           | tile.biomeStoneA2SlabFull.name                       | true   |                                           |
| Botania                             | botania:biomestonea2stairs                                   |     612 |    false |    5116 |         0 | Metamorphic Mountain Stone Stairs                    | true   |                                           |
| Botania                             | botania:biomestonea3slab                                     |     616 |    false |    5119 |         0 | Metamorphic Fungal Stone Slab                        | true   |                                           |
| Botania                             | botania:biomestonea3slabfull                                 |     617 |    false |         |           | tile.biomeStoneA3SlabFull.name                       | true   |                                           |
| Botania                             | botania:biomestonea3stairs                                   |     615 |    false |    5118 |         0 | Metamorphic Fungal Stone Stairs                      | true   |                                           |
| Botania                             | botania:biomestonea4slab                                     |     619 |    false |    5121 |         0 | Metamorphic Swamp Stone Slab                         | true   |                                           |
| Botania                             | botania:biomestonea4slabfull                                 |     620 |    false |         |           | tile.biomeStoneA4SlabFull.name                       | true   |                                           |
