+-----------------------------+------------------------------------------+----------+----------------------------------+-----+
| OreDict Key                 | Registry name                            | Meta/dmg | Display name                     | NBT |
| blockConcrete               | chisel:concrete_black1                   |       13 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |       14 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |       15 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |        2 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |        3 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |        4 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |        5 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |        6 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |        7 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |        8 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black1                   |        9 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_black2                   |        0 | Black Concrete                   |     |
| blockConcrete               | chisel:concrete_blue                     |        0 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        1 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |       10 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |       11 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |       12 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |       13 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |       14 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |       15 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        2 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        3 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        4 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        5 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        6 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        7 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        8 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue                     |        9 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        0 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        1 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |       10 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |       11 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |       12 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |       13 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |       14 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |       15 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        2 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        3 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        4 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        5 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        6 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        7 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        8 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue1                    |        9 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_blue2                    |        0 | Blue Concrete                    |     |
| blockConcrete               | chisel:concrete_brown                    |        0 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        1 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |       10 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |       11 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |       12 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |       13 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |       14 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |       15 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        2 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        3 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        4 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        5 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        6 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        7 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        8 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown                    |        9 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        0 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        1 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |       10 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |       11 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |       12 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |       13 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |       14 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |       15 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        2 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        3 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        4 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        5 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        6 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        7 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        8 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown1                   |        9 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_brown2                   |        0 | Brown Concrete                   |     |
| blockConcrete               | chisel:concrete_cyan                     |        0 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        1 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |       10 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |       11 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |       12 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |       13 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |       14 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |       15 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        2 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        3 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        4 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        5 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        6 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        7 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        8 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan                     |        9 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        0 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        1 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |       10 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |       11 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |       12 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |       13 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |       14 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |       15 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        2 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        3 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        4 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        5 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        6 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        7 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        8 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan1                    |        9 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_cyan2                    |        0 | Cyan Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        0 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        1 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |       10 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |       11 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |       12 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |       13 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |       14 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |       15 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        2 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        3 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        4 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        5 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        6 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        7 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        8 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray                     |        9 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        0 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        1 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |       10 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |       11 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |       12 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |       13 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |       14 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |       15 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        2 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        3 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        4 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        5 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        6 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        7 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        8 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray1                    |        9 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_gray2                    |        0 | Gray Concrete                    |     |
| blockConcrete               | chisel:concrete_green                    |        0 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        1 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |       10 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |       11 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |       12 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |       13 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |       14 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |       15 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        2 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        3 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        4 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        5 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        6 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        7 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        8 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green                    |        9 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        0 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        1 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |       10 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |       11 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |       12 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |       13 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |       14 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |       15 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        2 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        3 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        4 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        5 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        6 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        7 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        8 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green1                   |        9 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_green2                   |        0 | Green Concrete                   |     |
| blockConcrete               | chisel:concrete_lightblue                |        0 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        1 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |       10 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |       11 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |       12 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |       13 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |       14 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |       15 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        2 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        3 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        4 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        5 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        6 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        7 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        8 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue                |        9 | Light Blue Concrete              |     |
| blockConcrete               | chisel:concrete_lightblue1               |        0 | Light Blue Concrete              |     |
