+-----------------------------------------------------+-----+
| Registry name                                       |  ID |
| animania:pig2                                       | 659 |
| animania:pig3                                       | 660 |
| animania:pig4                                       | 661 |
| animania:pig5                                       | 662 |
| animania:pig6                                       | 663 |
| animania:pig7                                       | 664 |
| animania:pighurt1                                   | 665 |
| animania:pighurt2                                   | 666 |
| animania:piglet1                                    | 670 |
| animania:piglet2                                    | 671 |
| animania:piglet3                                    | 672 |
| animania:piglethurt1                                | 667 |
| animania:piglethurt2                                | 668 |
| animania:piglethurt3                                | 669 |
| animania:rabbit1                                    | 573 |
| animania:rabbit2                                    | 574 |
| animania:rabbit3                                    | 575 |
| animania:rabbit4                                    | 576 |
| animania:rabbithurt1                                | 571 |
| animania:rabbithurt2                                | 572 |
| animania:reeee                                      | 588 |
| animania:sheephurt1                                 | 673 |
| animania:sheepliving1                               | 674 |
| animania:sheepliving2                               | 675 |
| animania:sheepliving3                               | 676 |
| animania:sheepliving4                               | 677 |
| animania:sheepliving5                               | 678 |
| animania:sheepliving6                               | 679 |
| animania:toadliving1                                | 580 |
| animania:toadliving2                                | 581 |
| animania:toadliving3                                | 582 |
| animania:toadliving4                                | 583 |
| animania:zap                                        | 549 |
| astralsorcery:attunement                            | 796 |
| astralsorcery:bookclose                             | 798 |
| astralsorcery:bookflip                              | 799 |
| astralsorcery:clipswitch                            | 795 |
| astralsorcery:craftfinish                           | 797 |
| botania:agricarnation                               | 695 |
| botania:airrod                                      | 694 |
| botania:altarcraft                                  | 696 |
| botania:babylonattack                               | 697 |
| botania:babylonspawn                                | 698 |
| botania:bellows                                     | 699 |
| botania:bifrostrod                                  | 700 |
| botania:blacklotus                                  | 701 |
| botania:dash                                        | 702 |
| botania:ding                                        | 703 |
| botania:divacharm                                   | 704 |
| botania:divinationrod                               | 705 |
| botania:doit                                        | 706 |
| botania:enchanterenchant                            | 709 |
| botania:enchanterfade                               | 708 |
| botania:enchanterform                               | 707 |
| botania:endoflame                                   | 710 |
| botania:equipbauble                                 | 711 |
| botania:gaiatrap                                    | 712 |
| botania:goldenlaurel                                | 713 |
| botania:holycloak                                   | 714 |
| botania:laputastart                                 | 715 |
| botania:lexiconopen                                 | 716 |
| botania:lexiconpage                                 | 717 |
| botania:lightrelay                                  | 718 |
| botania:manablaster                                 | 719 |
| botania:manapoolcraft                               | 720 |
| botania:missile                                     | 721 |
| botania:music.gaia1                                 | 735 |
| botania:music.gaia2                                 | 736 |
| botania:orechid                                     | 722 |
| botania:potioncreate                                | 723 |
| botania:runealtarcraft                              | 724 |
| botania:runealtarstart                              | 725 |
| botania:spreaderfire                                | 726 |
| botania:starcaller                                  | 727 |
| botania:terrablade                                  | 728 |
| botania:terraformrod                                | 729 |
| botania:terrapickmode                               | 730 |
| botania:terrasteelcraft                             | 731 |
| botania:thermalily                                  | 732 |
| botania:unholycloak                                 | 733 |
| botania:way                                         | 734 |
| cfm:bin_close                                       | 752 |
| cfm:bin_open                                        | 751 |
| cfm:blender                                         | 759 |
| cfm:boing                                           | 772 |
| cfm:cabinet_close                                   | 755 |
| cfm:cabinet_open                                    | 754 |
| cfm:channel_cooking                                 | 768 |
| cfm:channel_heman                                   | 770 |
| cfm:channel_news                                    | 767 |
| cfm:channel_sam_tabor                               | 769 |
| cfm:channel_switch                                  | 771 |
| cfm:dishwasher                                      | 760 |
| cfm:door_bell                                       | 745 |
| cfm:fart_1                                          | 756 |
| cfm:fart_2                                          | 757 |
| cfm:fart_3                                          | 758 |
| cfm:fire_alarm                                      | 746 |
| cfm:flush                                           | 749 |
| cfm:knife_chop                                      | 761 |
| cfm:microwave_finish                                | 763 |
| cfm:microwave_running                               | 762 |
| cfm:shower                                          | 750 |
| cfm:sizzle                                          | 773 |
| cfm:tap                                             | 753 |
| cfm:toaster_down                                    | 764 |
| cfm:toaster_up                                      | 765 |
| cfm:washing_machine                                 | 766 |
| cfm:white_noise                                     | 747 |
| cfm:zap                                             | 748 |
| cookingforblockheads:fridge_close                   | 738 |
| cookingforblockheads:fridge_open                    | 737 |
| cookingforblockheads:oven_close                     | 740 |
| cookingforblockheads:oven_open                      | 739 |
| cookingforblockheads:toaster_start                  | 741 |
| cookingforblockheads:toaster_stop                   | 742 |
| dsurround:battle.dragon                             | 951 |
| dsurround:battle.miniboss                           | 950 |
| dsurround:battle.normal                             | 949 |
| dsurround:battle.wither                             | 952 |
| dsurround:beach                                     | 884 |
| dsurround:bees                                      | 914 |
| dsurround:bigrockfall                               | 897 |
| dsurround:bird                                      | 890 |
| dsurround:bison                                     | 928 |
| dsurround:blunt.equip                               | 940 |
| dsurround:blunt.swing                               | 941 |
| dsurround:bog                                       | 886 |
| dsurround:bookshelf                                 | 926 |
| dsurround:bow.equip                                 | 942 |
| dsurround:bow.pull                                  | 943 |
| dsurround:breathing                                 | 912 |
| dsurround:bullfrog                                  | 876 |
| dsurround:coyote                                    | 902 |
| dsurround:crafting                                  | 927 |
| dsurround:crickets                                  | 881 |
| dsurround:crocodile                                 | 919 |
| dsurround:crow                                      | 893 |
| dsurround:desert.wind                               | 878 |
| dsurround:dimension.nether                          | 939 |
| dsurround:dust                                      | 873 |
| dsurround:elephant                                  | 921 |
| dsurround:floorsqueak                               | 911 |
| dsurround:forest                                    | 883 |
| dsurround:frog                                      | 875 |
| dsurround:fs.armor.crystal_foot                     | 813 |
| dsurround:fs.armor.crystal_run                      | 812 |
| dsurround:fs.armor.crystal_walk                     | 811 |
| dsurround:fs.armor.heavy_foot                       | 816 |
| dsurround:fs.armor.heavy_run                        | 815 |
| dsurround:fs.armor.heavy_walk                       | 814 |
| dsurround:fs.armor.light_run                        | 807 |
| dsurround:fs.armor.light_walk                       | 806 |
| dsurround:fs.armor.medium_foot                      | 810 |
| dsurround:fs.armor.medium_run                       | 809 |
| dsurround:fs.armor.medium_walk                      | 808 |
| dsurround:fs.bluntwood.bluntwood_walk               | 817 |
| dsurround:fs.bluntwood.bluntwood_wander             | 818 |
| dsurround:fs.brush.brush_through                    | 819 |
| dsurround:fs.concrete.concrete_run                  | 820 |
| dsurround:fs.concrete.concrete_walk                 | 821 |
| dsurround:fs.concrete.concrete_wander               | 822 |
| dsurround:fs.deckwood.deckwood_run                  | 823 |
| dsurround:fs.dirt.dirt_land                         | 824 |
| dsurround:fs.dirt.dirt_run                          | 825 |
| dsurround:fs.dirt.dirt_walk                         | 826 |
| dsurround:fs.dirt.dirt_wander                       | 827 |
| dsurround:fs.glass.glass_hard                       | 828 |
| dsurround:fs.glass.glass_hit                        | 829 |
| dsurround:fs.grass.grass_run                        | 830 |
| dsurround:fs.grass.grass_walk                       | 831 |
| dsurround:fs.grass.grass_wander                     | 832 |
| dsurround:fs.gravel.gravel_land                     | 833 |
| dsurround:fs.gravel.gravel_run                      | 834 |
| dsurround:fs.gravel.gravel_walk                     | 835 |
| dsurround:fs.gravel.gravel_wander                   | 836 |
| dsurround:fs.leaves.leaves_through                  | 837 |
| dsurround:fs.lino.lino_run                          | 838 |
| dsurround:fs.lino.lino_walk                         | 839 |
| dsurround:fs.marble.marble_run                      | 840 |
| dsurround:fs.marble.marble_walk                     | 841 |
| dsurround:fs.marble.marble_wander                   | 842 |
| dsurround:fs.metalbar.metalbar_land                 | 843 |
| dsurround:fs.metalbar.metalbar_run                  | 844 |
| dsurround:fs.metalbar.metalbar_walk                 | 845 |
| dsurround:fs.metalbar.metalbar_wander               | 846 |
| dsurround:fs.metalbox.metalbox_run                  | 847 |
| dsurround:fs.metalbox.metalbox_walk                 | 848 |
| dsurround:fs.metalbox.metalbox_wander               | 849 |
| dsurround:fs.mud.mud_walk                           | 850 |
| dsurround:fs.mud.mud_wander                         | 851 |
| dsurround:fs.muffledice.muffledice_walk             | 852 |
| dsurround:fs.quicksand.quicksand_walk               | 853 |
| dsurround:fs.rug.rug_walk                           | 854 |
| dsurround:fs.sand.sand_run                          | 855 |
| dsurround:fs.sand.sand_walk                         | 856 |
| dsurround:fs.snow.snow_run                          | 857 |
| dsurround:fs.snow.snow_walk                         | 858 |
| dsurround:fs.snow.snow_wander                       | 859 |
| dsurround:fs.squeakywood.squeakywood_walk           | 860 |
| dsurround:fs.squeakywood.squeakywood_wander         | 861 |
| dsurround:fs.stone.stone_run                        | 862 |
| dsurround:fs.stone.stone_walk                       | 863 |
| dsurround:fs.stone.stone_wander                     | 864 |
| dsurround:fs.water.water_through                    | 865 |
| dsurround:fs.water.water_wander                     | 866 |
| dsurround:fs.water_stereofix.water_through          | 867 |
| dsurround:fs.water_stereofix.water_wander           | 868 |
| dsurround:fs.weakice.weakice_walk                   | 869 |
| dsurround:fs.wood.wood_walk                         | 870 |
| dsurround:gnatt                                     | 917 |
| dsurround:grasshopper                               | 918 |
| dsurround:heartbeat                                 | 909 |
| dsurround:hiss                                      | 922 |
| dsurround:ice                                       | 874 |
| dsurround:insectbuzz                                | 916 |
| dsurround:insectcrawl                               | 915 |
| dsurround:jump                                      | 913 |
| dsurround:jungle                                    | 887 |
| dsurround:monstergrowl                              | 898 |
| dsurround:newsprint                                 | 923 |
| dsurround:owl                                       | 894 |
| dsurround:pageflip                                  | 924 |
| dsurround:pageflipheavy                             | 925 |
| dsurround:plains                                    | 882 |
| dsurround:primates                                  | 929 |
| dsurround:rain                                      | 871 |
| dsurround:raptor                                    | 892 |
| dsurround:rattlesnake                               | 920 |
| dsurround:river                                     | 885 |
| dsurround:rockfall                                  | 896 |
| dsurround:savanna.day                               | 879 |
| dsurround:savanna.night                             | 880 |
| dsurround:seagulls                                  | 901 |
| dsurround:silence                                   | 953 |
| dsurround:soulsand                                  | 888 |
| dsurround:sword.equip                               | 944 |
| dsurround:sword.swing                               | 945 |
| dsurround:theend                                    | 889 |
| dsurround:thunder                                   | 872 |
| dsurround:tool.equip                                | 946 |
| dsurround:tool.swing                                | 947 |
| dsurround:tummy                                     | 910 |
| dsurround:underdeepocean                            | 904 |
| dsurround:underground                               | 895 |
| dsurround:underocean                                | 905 |
| dsurround:underriver                                | 906 |
| dsurround:underwater                                | 907 |
| dsurround:utility.equip                             | 948 |
| dsurround:village.anvil                             | 937 |
| dsurround:village.dogbark                           | 938 |
| dsurround:village.rooster                           | 936 |
| dsurround:waterdrips                                | 900 |
| dsurround:waterdrops                                | 899 |
| dsurround:waterfall.0                               | 930 |
| dsurround:waterfall.1                               | 931 |
| dsurround:waterfall.2                               | 932 |
| dsurround:waterfall.3                               | 933 |
| dsurround:waterfall.4                               | 934 |
| dsurround:waterfall.5                               | 935 |
| dsurround:whale                                     | 908 |
| dsurround:wind                                      | 877 |
| dsurround:wolf                                      | 903 |
| dsurround:woodpecker                                | 891 |
| dynamicswordskills:armor_break                      | 783 |
| dynamicswordskills:hurt_flesh                       | 784 |
| dynamicswordskills:leaping_blow                     | 785 |
| dynamicswordskills:level_up                         | 786 |
| dynamicswordskills:mortal_draw                      | 787 |
| dynamicswordskills:slam                             | 788 |
| dynamicswordskills:special_drop                     | 789 |
| dynamicswordskills:spin_attack                      | 790 |
| dynamicswordskills:sword_cut                        | 791 |
| dynamicswordskills:sword_miss                       | 792 |
| dynamicswordskills:sword_strike                     | 793 |
| dynamicswordskills:whoosh                           | 794 |
| elevatorid:teleport                                 | 743 |
| farmingforblockheads:falling                        | 744 |
| immersiveengineering:birthdayparty                  | 969 |
| immersiveengineering:chargefast                     | 967 |
| immersiveengineering:chargeslow                     | 954 |
| immersiveengineering:crusher                        | 965 |
| immersiveengineering:dieselgenerator                | 964 |
| immersiveengineering:direswitch                     | 962 |
| immersiveengineering:metalpresspiston               | 957 |
| immersiveengineering:metalpresssmash                | 968 |
| immersiveengineering:railgunfire                    | 961 |
| immersiveengineering:revolverfire                   | 958 |
| immersiveengineering:revolverfirethump              | 956 |
| immersiveengineering:revolverreload                 | 959 |
| immersiveengineering:spark                          | 966 |
| immersiveengineering:spray                          | 960 |
| immersiveengineering:spray_fire                     | 963 |
| immersiveengineering:tesla                          | 955 |
| ironbackpacks:close_backpack                        | 775 |
| ironbackpacks:open_backpack                         | 774 |
| minecraft:ambient.cave                              |   0 |
| minecraft:block.anvil.break                         |   1 |
| minecraft:block.anvil.destroy                       |   2 |
| minecraft:block.anvil.fall                          |   3 |
| minecraft:block.anvil.hit                           |   4 |
| minecraft:block.anvil.land                          |   5 |
| minecraft:block.anvil.place                         |   6 |
| minecraft:block.anvil.step                          |   7 |
| minecraft:block.anvil.use                           |   8 |
| minecraft:block.brewing_stand.brew                  |   9 |
| minecraft:block.chest.close                         |  10 |
| minecraft:block.chest.locked                        |  11 |
| minecraft:block.chest.open                          |  12 |
| minecraft:block.chorus_flower.death                 |  13 |
| minecraft:block.chorus_flower.grow                  |  14 |
| minecraft:block.cloth.break                         |  15 |
| minecraft:block.cloth.fall                          |  16 |
| minecraft:block.cloth.hit                           |  17 |
| minecraft:block.cloth.place                         |  18 |
| minecraft:block.cloth.step                          |  19 |
| minecraft:block.comparator.click                    |  20 |
| minecraft:block.dispenser.dispense                  |  21 |
| minecraft:block.dispenser.fail                      |  22 |
| minecraft:block.dispenser.launch                    |  23 |
| minecraft:block.enchantment_table.use               |  24 |
| minecraft:block.end_gateway.spawn                   |  25 |
| minecraft:block.end_portal.spawn                    |  26 |
| minecraft:block.end_portal_frame.fill               |  27 |
| minecraft:block.enderchest.close                    |  28 |
| minecraft:block.enderchest.open                     |  29 |
| minecraft:block.fence_gate.close                    |  30 |
| minecraft:block.fence_gate.open                     |  31 |
| minecraft:block.fire.ambient                        |  32 |
| minecraft:block.fire.extinguish                     |  33 |
| minecraft:block.furnace.fire_crackle                |  34 |
| minecraft:block.glass.break                         |  35 |
| minecraft:block.glass.fall                          |  36 |
| minecraft:block.glass.hit                           |  37 |
| minecraft:block.glass.place                         |  38 |
| minecraft:block.glass.step                          |  39 |
| minecraft:block.grass.break                         |  40 |
| minecraft:block.grass.fall                          |  41 |
| minecraft:block.grass.hit                           |  42 |
| minecraft:block.grass.place                         |  43 |
| minecraft:block.grass.step                          |  44 |
| minecraft:block.gravel.break                        |  45 |
| minecraft:block.gravel.fall                         |  46 |
| minecraft:block.gravel.hit                          |  47 |
| minecraft:block.gravel.place                        |  48 |
| minecraft:block.gravel.step                         |  49 |
| minecraft:block.iron_door.close                     |  50 |
| minecraft:block.iron_door.open                      |  51 |
| minecraft:block.iron_trapdoor.close                 |  52 |
| minecraft:block.iron_trapdoor.open                  |  53 |
| minecraft:block.ladder.break                        |  54 |
| minecraft:block.ladder.fall                         |  55 |
| minecraft:block.ladder.hit                          |  56 |
| minecraft:block.ladder.place                        |  57 |
| minecraft:block.ladder.step                         |  58 |
| minecraft:block.lava.ambient                        |  59 |
| minecraft:block.lava.extinguish                     |  60 |
| minecraft:block.lava.pop                            |  61 |
| minecraft:block.lever.click                         |  62 |
| minecraft:block.metal.break                         |  63 |
| minecraft:block.metal.fall                          |  64 |
| minecraft:block.metal.hit                           |  65 |
| minecraft:block.metal.place                         |  66 |
| minecraft:block.metal.step                          |  67 |
| minecraft:block.metal_pressureplate.click_off       |  68 |
| minecraft:block.metal_pressureplate.click_on        |  69 |
| minecraft:block.note.basedrum                       |  70 |
| minecraft:block.note.bass                           |  71 |
| minecraft:block.note.bell                           |  72 |
| minecraft:block.note.chime                          |  73 |
| minecraft:block.note.flute                          |  74 |
| minecraft:block.note.guitar                         |  75 |
| minecraft:block.note.harp                           |  76 |
| minecraft:block.note.hat                            |  77 |
| minecraft:block.note.pling                          |  78 |
| minecraft:block.note.snare                          |  79 |
| minecraft:block.note.xylophone                      |  80 |
| minecraft:block.piston.contract                     |  81 |
| minecraft:block.piston.extend                       |  82 |
| minecraft:block.portal.ambient                      |  83 |
| minecraft:block.portal.travel                       |  84 |
| minecraft:block.portal.trigger                      |  85 |
| minecraft:block.redstone_torch.burnout              |  86 |
| minecraft:block.sand.break                          |  87 |
| minecraft:block.sand.fall                           |  88 |
| minecraft:block.sand.hit                            |  89 |
| minecraft:block.sand.place                          |  90 |
| minecraft:block.sand.step                           |  91 |
| minecraft:block.shulker_box.close                   |  92 |
| minecraft:block.shulker_box.open                    |  93 |
| minecraft:block.slime.break                         |  94 |
| minecraft:block.slime.fall                          |  95 |
| minecraft:block.slime.hit                           |  96 |
| minecraft:block.slime.place                         |  97 |
| minecraft:block.slime.step                          |  98 |
| minecraft:block.snow.break                          |  99 |
| minecraft:block.snow.fall                           | 100 |
| minecraft:block.snow.hit                            | 101 |
| minecraft:block.snow.place                          | 102 |
| minecraft:block.snow.step                           | 103 |
| minecraft:block.stone.break                         | 104 |
| minecraft:block.stone.fall                          | 105 |
| minecraft:block.stone.hit                           | 106 |
| minecraft:block.stone.place                         | 107 |
| minecraft:block.stone.step                          | 108 |
| minecraft:block.stone_button.click_off              | 109 |
| minecraft:block.stone_button.click_on               | 110 |
| minecraft:block.stone_pressureplate.click_off       | 111 |
| minecraft:block.stone_pressureplate.click_on        | 112 |
| minecraft:block.tripwire.attach                     | 113 |
| minecraft:block.tripwire.click_off                  | 114 |
| minecraft:block.tripwire.click_on                   | 115 |
| minecraft:block.tripwire.detach                     | 116 |
| minecraft:block.water.ambient                       | 117 |
| minecraft:block.waterlily.place                     | 118 |
| minecraft:block.wood.break                          | 119 |
| minecraft:block.wood.fall                           | 120 |
| minecraft:block.wood.hit                            | 121 |
| minecraft:block.wood.place                          | 122 |
| minecraft:block.wood.step                           | 123 |
| minecraft:block.wood_button.click_off               | 124 |
| minecraft:block.wood_button.click_on                | 125 |
| minecraft:block.wood_pressureplate.click_off        | 126 |
| minecraft:block.wood_pressureplate.click_on         | 127 |
| minecraft:block.wooden_door.close                   | 128 |
| minecraft:block.wooden_door.open                    | 129 |
| minecraft:block.wooden_trapdoor.close               | 130 |
| minecraft:block.wooden_trapdoor.open                | 131 |
| minecraft:enchant.thorns.hit                        | 132 |
| minecraft:entity.armorstand.break                   | 133 |
| minecraft:entity.armorstand.fall                    | 134 |
| minecraft:entity.armorstand.hit                     | 135 |
| minecraft:entity.armorstand.place                   | 136 |
| minecraft:entity.arrow.hit                          | 137 |
| minecraft:entity.arrow.hit_player                   | 138 |
| minecraft:entity.arrow.shoot                        | 139 |
| minecraft:entity.bat.ambient                        | 140 |
| minecraft:entity.bat.death                          | 141 |
| minecraft:entity.bat.hurt                           | 142 |
| minecraft:entity.bat.loop                           | 143 |
| minecraft:entity.bat.takeoff                        | 144 |
| minecraft:entity.blaze.ambient                      | 145 |
| minecraft:entity.blaze.burn                         | 146 |
| minecraft:entity.blaze.death                        | 147 |
| minecraft:entity.blaze.hurt                         | 148 |
| minecraft:entity.blaze.shoot                        | 149 |
| minecraft:entity.boat.paddle_land                   | 150 |
| minecraft:entity.boat.paddle_water                  | 151 |
| minecraft:entity.bobber.retrieve                    | 152 |
| minecraft:entity.bobber.splash                      | 153 |
| minecraft:entity.bobber.throw                       | 154 |
| minecraft:entity.cat.ambient                        | 155 |
| minecraft:entity.cat.death                          | 156 |
| minecraft:entity.cat.hiss                           | 157 |
| minecraft:entity.cat.hurt                           | 158 |
| minecraft:entity.cat.purr                           | 159 |
| minecraft:entity.cat.purreow                        | 160 |
| minecraft:entity.chicken.ambient                    | 161 |
| minecraft:entity.chicken.death                      | 162 |
| minecraft:entity.chicken.egg                        | 163 |
| minecraft:entity.chicken.hurt                       | 164 |
| minecraft:entity.chicken.step                       | 165 |
| minecraft:entity.cow.ambient                        | 166 |
| minecraft:entity.cow.death                          | 167 |
| minecraft:entity.cow.hurt                           | 168 |
| minecraft:entity.cow.milk                           | 169 |
| minecraft:entity.cow.step                           | 170 |
| minecraft:entity.creeper.death                      | 171 |
| minecraft:entity.creeper.hurt                       | 172 |
| minecraft:entity.creeper.primed                     | 173 |
| minecraft:entity.donkey.ambient                     | 174 |
| minecraft:entity.donkey.angry                       | 175 |
| minecraft:entity.donkey.chest                       | 176 |
| minecraft:entity.donkey.death                       | 177 |
| minecraft:entity.donkey.hurt                        | 178 |
| minecraft:entity.egg.throw                          | 179 |
| minecraft:entity.elder_guardian.ambient             | 180 |
| minecraft:entity.elder_guardian.ambient_land        | 181 |
| minecraft:entity.elder_guardian.curse               | 182 |
| minecraft:entity.elder_guardian.death               | 183 |
| minecraft:entity.elder_guardian.death_land          | 184 |
| minecraft:entity.elder_guardian.flop                | 185 |
| minecraft:entity.elder_guardian.hurt                | 186 |
| minecraft:entity.elder_guardian.hurt_land           | 187 |
| minecraft:entity.enderdragon.ambient                | 188 |
| minecraft:entity.enderdragon.death                  | 189 |
| minecraft:entity.enderdragon.flap                   | 190 |
| minecraft:entity.enderdragon.growl                  | 191 |
| minecraft:entity.enderdragon.hurt                   | 192 |
| minecraft:entity.enderdragon.shoot                  | 193 |
| minecraft:entity.enderdragon_fireball.explode       | 194 |
| minecraft:entity.endereye.death                     | 195 |
| minecraft:entity.endereye.launch                    | 196 |
| minecraft:entity.endermen.ambient                   | 197 |
| minecraft:entity.endermen.death                     | 198 |
| minecraft:entity.endermen.hurt                      | 199 |
| minecraft:entity.endermen.scream                    | 200 |
| minecraft:entity.endermen.stare                     | 201 |
| minecraft:entity.endermen.teleport                  | 202 |
| minecraft:entity.endermite.ambient                  | 203 |
| minecraft:entity.endermite.death                    | 204 |
| minecraft:entity.endermite.hurt                     | 205 |
| minecraft:entity.endermite.step                     | 206 |
| minecraft:entity.enderpearl.throw                   | 207 |
| minecraft:entity.evocation_fangs.attack             | 208 |
| minecraft:entity.evocation_illager.ambient          | 209 |
| minecraft:entity.evocation_illager.cast_spell       | 210 |
| minecraft:entity.evocation_illager.death            | 211 |
| minecraft:entity.evocation_illager.hurt             | 212 |
| minecraft:entity.evocation_illager.prepare_attack   | 213 |
| minecraft:entity.evocation_illager.prepare_summon   | 214 |
| minecraft:entity.evocation_illager.prepare_wololo   | 215 |
| minecraft:entity.experience_bottle.throw            | 216 |
| minecraft:entity.experience_orb.pickup              | 217 |
| minecraft:entity.firework.blast                     | 218 |
| minecraft:entity.firework.blast_far                 | 219 |
| minecraft:entity.firework.large_blast               | 220 |
| minecraft:entity.firework.large_blast_far           | 221 |
| minecraft:entity.firework.launch                    | 222 |
| minecraft:entity.firework.shoot                     | 223 |
| minecraft:entity.firework.twinkle                   | 224 |
| minecraft:entity.firework.twinkle_far               | 225 |
| minecraft:entity.generic.big_fall                   | 226 |
| minecraft:entity.generic.burn                       | 227 |
| minecraft:entity.generic.death                      | 228 |
| minecraft:entity.generic.drink                      | 229 |
| minecraft:entity.generic.eat                        | 230 |
| minecraft:entity.generic.explode                    | 231 |
| minecraft:entity.generic.extinguish_fire            | 232 |
| minecraft:entity.generic.hurt                       | 233 |
| minecraft:entity.generic.small_fall                 | 234 |
| minecraft:entity.generic.splash                     | 235 |
| minecraft:entity.generic.swim                       | 236 |
| minecraft:entity.ghast.ambient                      | 237 |
| minecraft:entity.ghast.death                        | 238 |
| minecraft:entity.ghast.hurt                         | 239 |
| minecraft:entity.ghast.scream                       | 240 |
| minecraft:entity.ghast.shoot                        | 241 |
| minecraft:entity.ghast.warn                         | 242 |
| minecraft:entity.guardian.ambient                   | 243 |
| minecraft:entity.guardian.ambient_land              | 244 |
| minecraft:entity.guardian.attack                    | 245 |
| minecraft:entity.guardian.death                     | 246 |
| minecraft:entity.guardian.death_land                | 247 |
| minecraft:entity.guardian.flop                      | 248 |
| minecraft:entity.guardian.hurt                      | 249 |
| minecraft:entity.guardian.hurt_land                 | 250 |
| minecraft:entity.horse.ambient                      | 251 |
| minecraft:entity.horse.angry                        | 252 |
| minecraft:entity.horse.armor                        | 253 |
| minecraft:entity.horse.breathe                      | 254 |
| minecraft:entity.horse.death                        | 255 |
| minecraft:entity.horse.eat                          | 256 |
| minecraft:entity.horse.gallop                       | 257 |
| minecraft:entity.horse.hurt                         | 258 |
