+-------------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+------------------------------------------------------+--------+-------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                            | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                         | Exists | Ore Dict keys                             | NBT                                                                                                                                                           |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1310 |     true |    5816 |         0 | Floating Crystal                                     | true   |                                           | {astralsorcery:{constellationName:"astralsorcery.constellation.lucerna",crystalProperties:{collectiveCapability:100,size:400,purity:100},collectorType:0}}    |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1310 |     true |    5816 |         0 | Floating Crystal                                     | true   |                                           | {astralsorcery:{constellationName:"astralsorcery.constellation.mineralis",crystalProperties:{collectiveCapability:100,size:400,purity:100},collectorType:0}}  |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1310 |     true |    5816 |         0 | Floating Crystal                                     | true   |                                           | {astralsorcery:{constellationName:"astralsorcery.constellation.octans",crystalProperties:{collectiveCapability:100,size:400,purity:100},collectorType:0}}     |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1310 |     true |    5816 |         0 | Floating Crystal                                     | true   |                                           | {astralsorcery:{constellationName:"astralsorcery.constellation.pelotrio",crystalProperties:{collectiveCapability:100,size:400,purity:100},collectorType:0}}   |
| Astral Sorcery                      | astralsorcery:blockcollectorcrystal                          |    1310 |     true |    5816 |         0 | Floating Crystal                                     | true   |                                           | {astralsorcery:{constellationName:"astralsorcery.constellation.vicio",crystalProperties:{collectiveCapability:100,size:400,purity:100},collectorType:0}}      |
| Astral Sorcery                      | astralsorcery:blockcustomflower                              |    1284 |    false |    5808 |         0 | Faint Amaranth                                       | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockcustomore                                 |    1282 |     true |    5806 |         0 | Rock Crystal Ore                                     | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockcustomore                                 |    1282 |     true |    5806 |         1 | Starmetal Ore                                        | true   | oreAstralStarmetal                        |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockcustomsandore                             |    1283 |    false |    5807 |         0 | Aquamarine Shale                                     | true   | oreAquamarine                             |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockfaketree                                  |    1300 |    false |    5796 |         0 |                                                      | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blocklens                                      |    1307 |    false |    5803 |         0 | Lens                                                 | true   |                                           | {astralsorcery:{crystalProperties:{collectiveCapability:100,size:900,purity:100}}}                                                                            |
| Astral Sorcery                      | astralsorcery:blockmachine                                   |    1299 |     true |    5811 |         0 | Telescope                                            | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmachine                                   |    1299 |     true |    5811 |         1 | Grindstone                                           | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmapdrawingtable                           |    1305 |    false |    5801 |         0 | Stellar Refraction Table                             | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1285 |     true |    5809 |         0 | Marble                                               | true   | blockMarble,stoneMarble                   |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1285 |     true |    5809 |         1 | Marble Bricks                                        | true   | blockMarble,stoneMarble                   |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1285 |     true |    5809 |         2 | Marble Pillar                                        | true   | blockMarble,stoneMarble                   |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1285 |     true |    5809 |         3 | Marble Arch                                          | true   | blockMarble,stoneMarble                   |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1285 |     true |    5809 |         4 | Chiseled Marble                                      | true   | blockMarble,stoneMarble                   |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1285 |     true |    5809 |         5 | Engraved Marble                                      | true   | blockMarble,stoneMarble                   |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarble                                    |    1285 |     true |    5809 |         6 | Runed Marble                                         | true   | blockMarble,stoneMarble                   |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarbledoubleslab                          |    1288 |    false |         |           | tile.blockmarbledoubleslab.name                      | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarbleslab                                |    1287 |    false |    5805 |         0 | Marble Slab                                          | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockmarblestairs                              |    1286 |    false |    5788 |         0 | Marble Stairs                                        | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockprism                                     |    1308 |    false |    5804 |         0 | PrismLens                                            | true   |                                           | {astralsorcery:{crystalProperties:{collectiveCapability:100,size:900,purity:100}}}                                                                            |
| Astral Sorcery                      | astralsorcery:blockrituallink                                |    1302 |    false |    5798 |         0 | Ritual Anchor                                        | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockritualpedestal                            |    1296 |    false |    5814 |         0 | Ritual Pedestal                                      | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockstarlightinfuser                          |    1301 |    false |    5797 |         0 | Starlight Infuser                                    | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockstructural                                |    1312 |    false |    5813 |         0 | Telescope                                            | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blocktranslucentblock                          |    1304 |    false |    5800 |         0 | Translucent Block                                    | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blocktreebeacon                                |    1303 |    false |    5799 |         0 | Tree Beacon                                          | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockwell                                      |    1297 |    false |    5794 |         0 | Lightwell                                            | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:blockworldilluminator                          |    1298 |    false |    5795 |         0 | Cave Illuminator                                     | true   |                                           |                                                                                                                                                               |
| Astral Sorcery                      | astralsorcery:fluidblockliquidstarlight                      |    1281 |    false |         |           | tile.fluidblockliquidstarlight.name                  | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |         0 | Blaze Bulb                                           | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |         1 | Ender Pearl Bulb                                     | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |        10 | Wither Skull Bulb                                    | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |        11 | Shulker Shell Bulb                                   | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |        12 | Leather Bulb                                         | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |        13 | Feather Bulb                                         | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |        14 | Prismarine Crystal Bulb                              | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |         2 | Bone Bulb                                            | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |         3 | Slimeball Bulb                                       | true   |                                           |                                                                                                                                                               |
| Attained Drops 2                    | attaineddrops2:bulb                                          |    1313 |     true |    5818 |         4 | Rotten Flesh Bulb                                    | true   |                                           |                                                                                                                                                               |
