+-------------------------------------+--------------------------------------------------------------+---------+----------+----------+-----------------------------------------------------------------------+--------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
+-------------------------------------+--------------------------------------------------------------+---------+----------+----------+-----------------------------------------------------------------------+--------------------------------------------------+
| Mod name                            | Registry name                                                | Item ID | Meta/dmg | Subtypes | Display name                                                          | Ore Dict keys                                    |
| Animania                            | animania:carving_knife                                       |    4191 |        0 |    false | Carving Knife                                                         |                                                  |
| Animania                            | animania:charcoal_peacock_feather                            |    4195 |        0 |    false | Charcoal Peacock Feather                                              | feather                                          |
| Animania                            | animania:cheese_mold                                         |    4428 |        0 |    false | Cheese Mold                                                           |                                                  |
| Animania                            | animania:cheese_omelette                                     |    4206 |        0 |    false | Cheese Omelette                                                       |                                                  |
| Animania                            | animania:chocolate_truffle                                   |    4209 |        0 |    false | Chocolate Truffle                                                     |                                                  |
| Animania                            | animania:cooked_angus_roast                                  |    4218 |        0 |    false | Roast Beef (Angus)                                                    | foodMeats,listAllbeefcooked,listAllmeatcooked    |
| Animania                            | animania:cooked_angus_steak                                  |    4221 |        0 |    false | Cooked Steak (Angus)                                                  | foodMeats,listAllbeefcooked,listAllmeatcooked    |
| Animania                            | animania:cooked_chevon                                       |    4266 |        0 |    false | item.animania_cooked_chevon.name                                      | foodMeats,listAllmeatcooked                      |
| Animania                            | animania:cooked_duroc_bacon                                  |    4235 |        0 |    false | Bacon (Duroc)                                                         | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_duroc_roast                                  |    4231 |        0 |    false | Roast Pork (Duroc)                                                    | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_frog_legs                                    |    4264 |        0 |    false | Cooked Frog Legs                                                      | foodMeats,listAllmeatcooked                      |
| Animania                            | animania:cooked_hampshire_bacon                              |    4237 |        0 |    false | Bacon (Hampshire)                                                     | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_hampshire_roast                              |    4233 |        0 |    false | Roast Pork (Hampshire)                                                | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_hereford_roast                               |    4217 |        0 |    false | Roast Beef (Hereford)                                                 | foodMeats,listAllbeefcooked,listAllmeatcooked    |
| Animania                            | animania:cooked_hereford_steak                               |    4220 |        0 |    false | Cooked Steak (Hereford)                                               | foodMeats,listAllbeefcooked,listAllmeatcooked    |
| Animania                            | animania:cooked_large_black_bacon                            |    4234 |        0 |    false | Bacon (Large Black)                                                   | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_large_black_roast                            |    4230 |        0 |    false | Roast Pork (Large Black)                                              | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_longhorn_roast                               |    4216 |        0 |    false | Roast Beef (Longhorn)                                                 | foodMeats,listAllbeefcooked,listAllmeatcooked    |
| Animania                            | animania:cooked_longhorn_steak                               |    4219 |        0 |    false | Cooked Steak (Longhorn)                                               | foodMeats,listAllbeefcooked,listAllmeatcooked    |
| Animania                            | animania:cooked_old_spot_bacon                               |    4236 |        0 |    false | Bacon (Old Spot)                                                      | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_old_spot_roast                               |    4232 |        0 |    false | Roast Pork (Old Spot)                                                 | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_orpington_chicken                            |    4246 |        0 |    false | Roast Chicken (Orpington)                                             | foodMeats,listAllchickencooked,listAllmeatcooked |
| Animania                            | animania:cooked_plymouth_rock_chicken                        |    4247 |        0 |    false | Roast Chicken (Plymouth Rock)                                         | foodMeats,listAllchickencooked,listAllmeatcooked |
| Animania                            | animania:cooked_prime_bacon                                  |    4241 |        0 |    false | Roast Prime Bacon                                                     | foodMeats,listAllporkcooked                      |
| Animania                            | animania:cooked_prime_beef                                   |    4223 |        0 |    false | Roast Prime Beef                                                      | foodMeats,listAllbeefcooked,listAllmeatcooked    |
| Animania                            | animania:cooked_prime_chevon                                 |    4268 |        0 |    false | Cooked Prime Chevon                                                   | foodMeats,listAllmeatcooked                      |
| Animania                            | animania:cooked_prime_chicken                                |    4251 |        0 |    false | Roast Prime Chicken                                                   | foodMeats,listAllchickencooked,listAllmeatcooked |
| Animania                            | animania:cooked_prime_mutton                                 |    4260 |        0 |    false | Cooked Prime Mutton                                                   | foodMeats,listAllmeatcooked                      |
| Animania                            | animania:cooked_prime_pork                                   |    4239 |        0 |    false | Roast Prime Pork                                                      | foodMeats,listAllmeatcooked,listAllporkcooked    |
| Animania                            | animania:cooked_prime_rabbit                                 |    4262 |        0 |    false | Cooked Prime Rabbit                                                   | foodMeats,listAllmeatcooked                      |
| Animania                            | animania:cooked_prime_steak                                  |    4225 |        0 |    false | Roast Prime Steak                                                     | foodMeats,listAllbeefcooked                      |
| Animania                            | animania:cooked_rhode_island_red_chicken                     |    4249 |        0 |    false | Roast Chicken (Rhode Island Red)                                      | foodMeats,listAllchickencooked,listAllmeatcooked |
| Animania                            | animania:cooked_wyandotte_chicken                            |    4248 |        0 |    false | Roast Chicken (Wyandotte)                                             | foodMeats,listAllchickencooked,listAllmeatcooked |
| Animania                            | animania:entity_egg_buck_alpine                              |    4359 |        0 |    false | Alpine Buck                                                           |                                                  |
| Animania                            | animania:entity_egg_buck_angora                              |    4362 |        0 |    false | Angora Buck                                                           |                                                  |
| Animania                            | animania:entity_egg_buck_chinchilla                          |    4402 |        0 |    false | Chinchilla Buck                                                       |                                                  |
| Animania                            | animania:entity_egg_buck_cottontail                          |    4399 |        0 |    false | Cottontail Buck                                                       |                                                  |
| Animania                            | animania:entity_egg_buck_dutch                               |    4405 |        0 |    false | Dutch Buck                                                            |                                                  |
| Animania                            | animania:entity_egg_buck_fainting                            |    4365 |        0 |    false | Fainting Buck                                                         |                                                  |
| Animania                            | animania:entity_egg_buck_havana                              |    4408 |        0 |    false | Havana Buck                                                           |                                                  |
| Animania                            | animania:entity_egg_buck_jack                                |    4411 |        0 |    false | Jack Buck                                                             |                                                  |
| Animania                            | animania:entity_egg_buck_kiko                                |    4368 |        0 |    false | Kiko Buck                                                             |                                                  |
| Animania                            | animania:entity_egg_buck_kinder                              |    4371 |        0 |    false | Kinder Buck                                                           |                                                  |
| Animania                            | animania:entity_egg_buck_lop                                 |    4414 |        0 |    false | Lop Buck                                                              |                                                  |
| Animania                            | animania:entity_egg_buck_newzealand                          |    4417 |        0 |    false | New Zealand Buck                                                      |                                                  |
| Animania                            | animania:entity_egg_buck_nigeriandwarf                       |    4374 |        0 |    false | Nigerian Dwarf Buck                                                   |                                                  |
| Animania                            | animania:entity_egg_buck_pygmy                               |    4377 |        0 |    false | Pygmy Buck                                                            |                                                  |
| Animania                            | animania:entity_egg_buck_rex                                 |    4420 |        0 |    false | Rex Buck                                                              |                                                  |
| Animania                            | animania:entity_egg_bull_angus                               |    4282 |        0 |    false | Angus Bull                                                            |                                                  |
| Animania                            | animania:entity_egg_bull_friesian                            |    4279 |        0 |    false | Friesian Bull                                                         |                                                  |
| Animania                            | animania:entity_egg_bull_hereford                            |    4288 |        0 |    false | Hereford Bull                                                         |                                                  |
| Animania                            | animania:entity_egg_bull_holstein                            |    4276 |        0 |    false | Holstein Bull                                                         |                                                  |
| Animania                            | animania:entity_egg_bull_longhorn                            |    4285 |        0 |    false | Longhorn Bull                                                         |                                                  |
| Animania                            | animania:entity_egg_calf_angus                               |    4280 |        0 |    false | Angus Calf                                                            |                                                  |
| Animania                            | animania:entity_egg_calf_friesian                            |    4277 |        0 |    false | Friesian Calf                                                         |                                                  |
| Animania                            | animania:entity_egg_calf_hereford                            |    4286 |        0 |    false | Hereford Calf                                                         |                                                  |
| Animania                            | animania:entity_egg_calf_holstein                            |    4274 |        0 |    false | Holstein Calf                                                         |                                                  |
| Animania                            | animania:entity_egg_calf_longhorn                            |    4283 |        0 |    false | Longhorn Calf                                                         |                                                  |
| Animania                            | animania:entity_egg_chick_leghorn                            |    4293 |        0 |    false | Leghorn Chick                                                         |                                                  |
| Animania                            | animania:entity_egg_chick_orpington                          |    4296 |        0 |    false | Orpington Chick                                                       |                                                  |
| Animania                            | animania:entity_egg_chick_plymouth                           |    4290 |        0 |    false | Plymouth Rock Chick                                                   |                                                  |
| Animania                            | animania:entity_egg_chick_red                                |    4299 |        0 |    false | Rhode Island Red Chick                                                |                                                  |
| Animania                            | animania:entity_egg_chick_wyandotte                          |    4302 |        0 |    false | Wyandotte Chick                                                       |                                                  |
| Animania                            | animania:entity_egg_chicken_random                           |    4305 |        0 |    false | Random Chicken                                                        |                                                  |
| Animania                            | animania:entity_egg_cow_angus                                |    4281 |        0 |    false | Angus Cow                                                             |                                                  |
| Animania                            | animania:entity_egg_cow_friesian                             |    4278 |        0 |    false | Friesian Cow                                                          |                                                  |
| Animania                            | animania:entity_egg_cow_hereford                             |    4287 |        0 |    false | Hereford Cow                                                          |                                                  |
| Animania                            | animania:entity_egg_cow_holstein                             |    4275 |        0 |    false | Holstein Cow                                                          |                                                  |
| Animania                            | animania:entity_egg_cow_longhorn                             |    4284 |        0 |    false | Longhorn Cow                                                          |                                                  |
| Animania                            | animania:entity_egg_cow_random                               |    4289 |        0 |    false | Random Cow                                                            |                                                  |
| Animania                            | animania:entity_egg_dart_frog                                |    4354 |        0 |    false | Dart Frog                                                             |                                                  |
| Animania                            | animania:entity_egg_doe_alpine                               |    4360 |        0 |    false | Alpine Doe                                                            |                                                  |
| Animania                            | animania:entity_egg_doe_angora                               |    4363 |        0 |    false | Angora Doe                                                            |                                                  |
| Animania                            | animania:entity_egg_doe_chinchilla                           |    4403 |        0 |    false | Chinchilla Doe                                                        |                                                  |
| Animania                            | animania:entity_egg_doe_cottontail                           |    4400 |        0 |    false | Cottontail Doe                                                        |                                                  |
| Animania                            | animania:entity_egg_doe_dutch                                |    4406 |        0 |    false | Dutch Doe                                                             |                                                  |
| Animania                            | animania:entity_egg_doe_fainting                             |    4366 |        0 |    false | Fainting Doe                                                          |                                                  |
| Animania                            | animania:entity_egg_doe_havana                               |    4409 |        0 |    false | Havana Doe                                                            |                                                  |
| Animania                            | animania:entity_egg_doe_jack                                 |    4412 |        0 |    false | Jack Doe                                                              |                                                  |
| Animania                            | animania:entity_egg_doe_kiko                                 |    4369 |        0 |    false | Kiko Doe                                                              |                                                  |
| Animania                            | animania:entity_egg_doe_kinder                               |    4372 |        0 |    false | Kinder Doe                                                            |                                                  |
| Animania                            | animania:entity_egg_doe_lop                                  |    4415 |        0 |    false | Lop Doe                                                               |                                                  |
| Animania                            | animania:entity_egg_doe_newzealand                           |    4418 |        0 |    false | New Zealand Doe                                                       |                                                  |
| Animania                            | animania:entity_egg_doe_nigeriandwarf                        |    4375 |        0 |    false | Nigerian Dwarf Doe                                                    |                                                  |
| Animania                            | animania:entity_egg_doe_pygmy                                |    4378 |        0 |    false | Pygmy Doe                                                             |                                                  |
| Animania                            | animania:entity_egg_doe_rex                                  |    4421 |        0 |    false | Rex Doe                                                               |                                                  |
| Animania                            | animania:entity_egg_draft_horse_foal                         |    4357 |        0 |    false | Draft Horse Foal                                                      |                                                  |
| Animania                            | animania:entity_egg_draft_horse_mare                         |    4356 |        0 |    false | Draft Horse Mare                                                      |                                                  |
| Animania                            | animania:entity_egg_draft_horse_stallion                     |    4355 |        0 |    false | Draft Horse Stallion                                                  |                                                  |
| Animania                            | animania:entity_egg_ewe_dorper                               |    4387 |        0 |    false | Dorper Ewe                                                            |                                                  |
| Animania                            | animania:entity_egg_ewe_dorset                               |    4390 |        0 |    false | Dorset Ewe                                                            |                                                  |
| Animania                            | animania:entity_egg_ewe_friesian                             |    4381 |        0 |    false | Friesian Ewe                                                          |                                                  |
| Animania                            | animania:entity_egg_ewe_jacob                                |    4393 |        0 |    false | Jacob Ewe                                                             |                                                  |
| Animania                            | animania:entity_egg_ewe_merino                               |    4396 |        0 |    false | Merino Ewe                                                            |                                                  |
| Animania                            | animania:entity_egg_ewe_suffolk                              |    4384 |        0 |    false | Suffolk Ewe                                                           |                                                  |
| Animania                            | animania:entity_egg_ferret_grey                              |    4348 |        0 |    false | Grey Ferret                                                           |                                                  |
| Animania                            | animania:entity_egg_ferret_white                             |    4349 |        0 |    false | White Ferret                                                          |                                                  |
| Animania                            | animania:entity_egg_frog                                     |    4352 |        0 |    false | Frog                                                                  |                                                  |
| Animania                            | animania:entity_egg_goat_random                              |    4379 |        0 |    false | Random Goat                                                           |                                                  |
| Animania                            | animania:entity_egg_hamster                                  |    4347 |        0 |    false | Hamster                                                               |                                                  |
| Animania                            | animania:entity_egg_hedgehog                                 |    4350 |        0 |    false | Hedgehog                                                              |                                                  |
| Animania                            | animania:entity_egg_hedgehog_albino                          |    4351 |        0 |    false | Albino Hedgehog                                                       |                                                  |
| Animania                            | animania:entity_egg_hen_leghorn                              |    4294 |        0 |    false | Leghorn Hen                                                           |                                                  |
| Animania                            | animania:entity_egg_hen_orpington                            |    4297 |        0 |    false | Orpington Hen                                                         |                                                  |
| Animania                            | animania:entity_egg_hen_plymouth                             |    4291 |        0 |    false | Plymouth Rock Hen                                                     |                                                  |
| Animania                            | animania:entity_egg_hen_red                                  |    4300 |        0 |    false | Rhode Island Red Hen                                                  |                                                  |
| Animania                            | animania:entity_egg_hen_wyandotte                            |    4303 |        0 |    false | Wyandotte Hen                                                         |                                                  |
| Animania                            | animania:entity_egg_hog_duroc                                |    4342 |        0 |    false | Duroc Hog                                                             |                                                  |
| Animania                            | animania:entity_egg_hog_hampshire                            |    4345 |        0 |    false | Hampshire Hog                                                         |                                                  |
| Animania                            | animania:entity_egg_hog_largeblack                           |    4336 |        0 |    false | Large Black Hog                                                       |                                                  |
| Animania                            | animania:entity_egg_hog_largewhite                           |    4339 |        0 |    false | Large White Hog                                                       |                                                  |
| Animania                            | animania:entity_egg_hog_oldspot                              |    4333 |        0 |    false | Old Spot Hog                                                          |                                                  |
| Animania                            | animania:entity_egg_hog_yorkshire                            |    4330 |        0 |    false | American Yorkshire Hog                                                |                                                  |
| Animania                            | animania:entity_egg_kid_alpine                               |    4358 |        0 |    false | Alpine Kid                                                            |                                                  |
| Animania                            | animania:entity_egg_kid_angora                               |    4361 |        0 |    false | Angora Kid                                                            |                                                  |
| Animania                            | animania:entity_egg_kid_fainting                             |    4364 |        0 |    false | Fainting Kid                                                          |                                                  |
| Animania                            | animania:entity_egg_kid_kiko                                 |    4367 |        0 |    false | Kiko Kid                                                              |                                                  |
| Animania                            | animania:entity_egg_kid_kinder                               |    4370 |        0 |    false | Kinder Kid                                                            |                                                  |
| Animania                            | animania:entity_egg_kid_nigeriandwarf                        |    4373 |        0 |    false | Nigerian Dwarf Kid                                                    |                                                  |
| Animania                            | animania:entity_egg_kid_pygmy                                |    4376 |        0 |    false | Pygmy Kid                                                             |                                                  |
| Animania                            | animania:entity_egg_kit_chinchilla                           |    4404 |        0 |    false | Chinchilla Kit                                                        |                                                  |
| Animania                            | animania:entity_egg_kit_cottontail                           |    4401 |        0 |    false | Cottontail Kit                                                        |                                                  |
| Animania                            | animania:entity_egg_kit_dutch                                |    4407 |        0 |    false | Dutch Kit                                                             |                                                  |
| Animania                            | animania:entity_egg_kit_havana                               |    4410 |        0 |    false | Havana Kit                                                            |                                                  |
| Animania                            | animania:entity_egg_kit_jack                                 |    4413 |        0 |    false | Jack Kit                                                              |                                                  |
| Animania                            | animania:entity_egg_kit_lop                                  |    4416 |        0 |    false | Lop Kit                                                               |                                                  |
| Animania                            | animania:entity_egg_kit_newzealand                           |    4419 |        0 |    false | New Zealand Kit                                                       |                                                  |
| Animania                            | animania:entity_egg_kit_rex                                  |    4422 |        0 |    false | Rex Kit                                                               |                                                  |
| Animania                            | animania:entity_egg_lamb_dorper                              |    4388 |        0 |    false | Dorper Lamb                                                           |                                                  |
| Animania                            | animania:entity_egg_lamb_dorset                              |    4391 |        0 |    false | Dorset Lamb                                                           |                                                  |
| Animania                            | animania:entity_egg_lamb_friesian                            |    4382 |        0 |    false | Friesian Lamb                                                         |                                                  |
| Animania                            | animania:entity_egg_lamb_jacob                               |    4394 |        0 |    false | Jacob Lamb                                                            |                                                  |
| Animania                            | animania:entity_egg_lamb_merino                              |    4397 |        0 |    false | Merino Lamb                                                           |                                                  |
| Animania                            | animania:entity_egg_lamb_suffolk                             |    4385 |        0 |    false | Suffolk Lamb                                                          |                                                  |
| Animania                            | animania:entity_egg_peachick_blue                            |    4306 |        0 |    false | India Blue Peachick                                                   |                                                  |
| Animania                            | animania:entity_egg_peachick_charcoal                        |    4315 |        0 |    false | Charcoal Peachick                                                     |                                                  |
| Animania                            | animania:entity_egg_peachick_opal                            |    4318 |        0 |    false | Opal Peachick                                                         |                                                  |
| Animania                            | animania:entity_egg_peachick_peach                           |    4321 |        0 |    false | Peach Peachick                                                        |                                                  |
| Animania                            | animania:entity_egg_peachick_purple                          |    4324 |        0 |    false | Purple Peachick                                                       |                                                  |
| Animania                            | animania:entity_egg_peachick_taupe                           |    4309 |        0 |    false | Taupe Peachick                                                        |                                                  |
| Animania                            | animania:entity_egg_peachick_white                           |    4312 |        0 |    false | White Peachick                                                        |                                                  |
| Animania                            | animania:entity_egg_peacock_blue                             |    4308 |        0 |    false | India Blue Peacock                                                    |                                                  |
| Animania                            | animania:entity_egg_peacock_charcoal                         |    4317 |        0 |    false | Charcoal Peacock                                                      |                                                  |
| Animania                            | animania:entity_egg_peacock_opal                             |    4320 |        0 |    false | Opal Peacock                                                          |                                                  |
| Animania                            | animania:entity_egg_peacock_peach                            |    4323 |        0 |    false | Peach Peacock                                                         |                                                  |
| Animania                            | animania:entity_egg_peacock_purple                           |    4326 |        0 |    false | Purple Peacock                                                        |                                                  |
| Animania                            | animania:entity_egg_peacock_random                           |    4327 |        0 |    false | Random Peacock                                                        |                                                  |
| Animania                            | animania:entity_egg_peacock_taupe                            |    4311 |        0 |    false | Taupe Peacock                                                         |                                                  |
| Animania                            | animania:entity_egg_peacock_white                            |    4314 |        0 |    false | White Peacock                                                         |                                                  |
| Animania                            | animania:entity_egg_peafowl_blue                             |    4307 |        0 |    false | India Blue Peahen                                                     |                                                  |
| Animania                            | animania:entity_egg_peafowl_charcoal                         |    4316 |        0 |    false | Charcoal Peahen                                                       |                                                  |
| Animania                            | animania:entity_egg_peafowl_opal                             |    4319 |        0 |    false | Opal Peahen                                                           |                                                  |
| Animania                            | animania:entity_egg_peafowl_peach                            |    4322 |        0 |    false | Peach Peahen                                                          |                                                  |
| Animania                            | animania:entity_egg_peafowl_purple                           |    4325 |        0 |    false | Purple Peahen                                                         |                                                  |
